study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Jiang2010		PM	11.0	P	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_PM	0.0	hr		0.0					percent	percent
Jiang2010		PM	11.0	P	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_PM	0.419213973799124	hr		4.90516179599149					percent	percent
Jiang2010		PM	11.0	P	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_PM	0.943231441048031	hr		5.70328070764748					percent	percent
Jiang2010		PM	11.0	P	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_PM	1.88646288209607	hr		5.25271526144883					percent	percent
Jiang2010		PM	11.0	P	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_PM	2.93449781659388	hr		3.97715821296612					percent	percent
Jiang2010		PM	11.0	P	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_PM	3.87772925764192	hr		-1.39648415630944					percent	percent
Jiang2010		PM	11.0	P	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_PM	6.0	hr		6.31329078490649					percent	percent
Jiang2010		PM	11.0	P	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_PM	7.86026200873362	hr		5.40768111073783					percent	percent
Jiang2010		PM	11.0	P	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_PM	12.0	hr		3.59198298062932					percent	percent
Jiang2010		PM	11.0	P	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_PM	14.9868995633188	hr		8.38517523233679					percent	percent
Jiang2010		PM	11.0	P	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_PM	24.0	hr		-0.615384615384642					percent	percent
Jiang2010		PM	11.0	P	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_PM	36.0	hr		1.33109394244769					percent	percent
Jiang2010		PM	11.0	P	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_PM	48.0	hr		0.410256410256409					percent	percent
