study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	timeraw	comments	mean_unit	value_unit
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	0.0	days		0.99080459770115						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	0.027027027027027	days		1.11034482758621						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	0.040540540540541	days		1.62528735632184						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	0.054054054054054	days		1.70804597701149						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	0.067567567567568	days		1.79080459770115						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	0.108108108108108	days		1.80919540229885						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	0.121621621621622	days		1.77241379310345						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	0.162162162162162	days		1.75402298850575						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	0.243243243243243	days		1.49655172413793						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	0.337837837837838	days		1.30344827586207						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	0.5	days		1.14712643678161						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	0.621621621621622	days		1.07356321839081						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	1.0	days		1.02758620689655						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	4.0	days								dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	5.0	days		1.14628571428571						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	5.02666666666667	days		1.32914285714286						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	5.04	days		1.54857142857143						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	5.06666666666667	days		1.832						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	5.08	days		1.92342857142857						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	5.09333333333333	days		2.06057142857143						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	5.12	days		2.04228571428571						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	5.16	days		1.71314285714286						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	5.24	days		1.43885714285714						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	5.33333333333333	days		1.28342857142857						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	5.49333333333333	days		1.10057142857143						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	5.62666666666667	days		1.10057142857143						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	6.0	days		1.05485714285714						dimensionless	dimensionless
Zhao2009		MD20	8.0	MD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD20	6.49333333333333	days		1.0						dimensionless	dimensionless
