study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	timeraw	comments	mean_unit	value_unit
Zhao2009		SDP	10.0	SDP	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SDP	0.0	hr		1.00196078431373						dimensionless	dimensionless
Zhao2009		SDP	10.0	SDP	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SDP	0.524590163934426	hr		1.03921568627451						dimensionless	dimensionless
Zhao2009		SDP	10.0	SDP	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SDP	0.983606557377048	hr		1.02941176470588						dimensionless	dimensionless
Zhao2009		SDP	10.0	SDP	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SDP	1.50819672131148	hr		1.02941176470588						dimensionless	dimensionless
Zhao2009		SDP	10.0	SDP	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SDP	2.0327868852459	hr		1.02941176470588						dimensionless	dimensionless
Zhao2009		SDP	10.0	SDP	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SDP	2.49180327868852	hr		1.01960784313725						dimensionless	dimensionless
Zhao2009		SDP	10.0	SDP	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SDP	3.01639344262295	hr		1.02941176470588						dimensionless	dimensionless
Zhao2009		SDP	10.0	SDP	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SDP	4.0	hr		1.03921568627451						dimensionless	dimensionless
Zhao2009		SDP	10.0	SDP	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SDP	6.0327868852459	hr		1.04901960784314						dimensionless	dimensionless
Zhao2009		SDP	10.0	SDP	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SDP	8.0	hr		1.03921568627451						dimensionless	dimensionless
Zhao2009		SDP	10.0	SDP	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SDP	12.0	hr		1.02941176470588						dimensionless	dimensionless
Zhao2009		SDP	10.0	SDP	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SDP	15.0163934426229	hr		1.02941176470588						dimensionless	dimensionless
Zhao2009		SDP	10.0	SDP	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SDP	24.0655737704918	hr		1.02941176470588						dimensionless	dimensionless
