study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	timeraw	comments	mean_unit	value_unit
Zhao2009		SD40	8.0	SD40	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD40	0.0655737704918034	hr		0.998039215686274						dimensionless	dimensionless
Zhao2009		SD40	8.0	SD40	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD40	0.524590163934426	hr		1.38039215686275						dimensionless	dimensionless
Zhao2009		SD40	8.0	SD40	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD40	0.983606557377048	hr		1.42156862745098						dimensionless	dimensionless
Zhao2009		SD40	8.0	SD40	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD40	1.50819672131148	hr		1.4						dimensionless	dimensionless
Zhao2009		SD40	8.0	SD40	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD40	2.0327868852459	hr		1.38039215686275						dimensionless	dimensionless
Zhao2009		SD40	8.0	SD40	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD40	2.49180327868852	hr		1.31176470588235						dimensionless	dimensionless
Zhao2009		SD40	8.0	SD40	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD40	2.95081967213115	hr		1.27058823529412						dimensionless	dimensionless
Zhao2009		SD40	8.0	SD40	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD40	4.0655737704918	hr		1.23137254901961						dimensionless	dimensionless
Zhao2009		SD40	8.0	SD40	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD40	6.0327868852459	hr		1.18039215686274						dimensionless	dimensionless
Zhao2009		SD40	8.0	SD40	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD40	8.0	hr		1.10980392156863						dimensionless	dimensionless
Zhao2009		SD40	8.0	SD40	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD40	12.0	hr		1.08039215686275						dimensionless	dimensionless
Zhao2009		SD40	8.0	SD40	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD40	15.0163934426229	hr		1.08823529411765						dimensionless	dimensionless
Zhao2009		SD40	8.0	SD40	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD40	24.0	hr		1.02941176470588						dimensionless	dimensionless
