study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	timeraw	comments	mean_unit	value_unit
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	0.0	days		0.509198709564899						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	0.01848461068969	days		20.1377626645741						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	0.03705641293923	days		50.0828319818642						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	0.06443456273433	days		52.1614787688552						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	0.07855959543116	days		55.7816723341181						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	0.10576336210655	days		56.8279710524021						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	0.11936524544424	days		57.3511204115442						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	0.17307524631616	days		55.3143255732845						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	0.25233237422617	days		44.5165228005929						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	0.33193826837562	days		35.7834161653152						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	0.49202197227308	days		23.4789432382945						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	0.62612259133316	days		17.3546080739384						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	1.00322608771471	days		9.80730665271599						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	4.0	days								percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	5.0	days		25.2903225806452						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	5.02684563758389	days		32.0						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	5.04026845637584	days		46.4516129032258						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	5.06711409395973	days		54.1935483870968						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	5.08053691275168	days		59.8709677419355						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	5.09395973154362	days		60.3870967741935						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	5.12080536912752	days		60.9032258064516						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	5.16107382550336	days		57.8064516129032						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	5.25503355704698	days		46.9677419354839						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	5.33557046979866	days		36.6451612903226						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	5.49664429530201	days		19.6129032258064						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	5.61744966442953	days		17.5483870967742						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	5.99328859060403	days		2.06451612903226						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	6.48993288590604	days		1.03225806451613						percent	percent
Zhao2009		MD20	8.0	MD20	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD20	7.0	days		-4.64516129032261						percent	percent
