study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	timeraw	comments	mean_unit	value_unit
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	0.0	days		0.509198709564899						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	0.01787426977069	days		16.5245444240997						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	0.03278402650623	days		24.7903042985439						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	0.0610340918999	days		32.0306914290696						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	0.07428720899817	days		30.4891446507978						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	0.10175255035313	days		33.0839654721423						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	0.11570319993025	days		35.6718109686982						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	0.16976196704159	days		35.6997122678525						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	0.24971662743046	days		29.0313017699887						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	0.33010724561862	days		24.9437614438922						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	0.50396721597349	days		14.1947859447205						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	0.62568663353387	days		14.7737379021711						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	0.98953701281716	days		8.76798325922049						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	4.0	days								percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	5.0	days		16.0						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	5.01342281879195	days		26.8387096774193						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	5.04026845637584	days		33.5483870967742						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	5.06711409395973	days		40.258064516129						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	5.08053691275168	days		40.258064516129						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	5.09395973154362	days		41.2903225806452						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	5.12080536912752	days		41.8064516129032						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	5.16107382550336	days		37.1612903225806						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	5.25503355704698	days		30.9677419354839						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	5.33557046979866	days		20.6451612903226						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	5.49664429530201	days		11.8709677419355						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	5.61744966442953	days		11.8709677419355						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	5.99328859060403	days		3.09677419354838						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	6.50335570469799	days		-2.58064516129035						percent	percent
Zhao2009		MD10	8.0	MD10	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_MD10	7.0	days		0.516129032258064						percent	percent
