study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	timeraw	comments	mean_unit	value_unit
Zhao2009		SD5	8.0	SD5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD5	0.0655737704918034	hr		1.00196078431373						dimensionless	dimensionless
Zhao2009		SD5	8.0	SD5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD5	0.524590163934426	hr		1.07058823529412						dimensionless	dimensionless
Zhao2009		SD5	8.0	SD5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD5	0.983606557377048	hr		1.1921568627451						dimensionless	dimensionless
Zhao2009		SD5	8.0	SD5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD5	1.50819672131148	hr		1.21176470588235						dimensionless	dimensionless
Zhao2009		SD5	8.0	SD5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD5	1.9672131147541	hr		1.17058823529412						dimensionless	dimensionless
Zhao2009		SD5	8.0	SD5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD5	2.49180327868852	hr		1.19019607843137						dimensionless	dimensionless
Zhao2009		SD5	8.0	SD5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD5	3.01639344262295	hr		1.15098039215686						dimensionless	dimensionless
Zhao2009		SD5	8.0	SD5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD5	4.0	hr		1.13921568627451						dimensionless	dimensionless
Zhao2009		SD5	8.0	SD5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD5	6.0327868852459	hr		1.14901960784314						dimensionless	dimensionless
Zhao2009		SD5	8.0	SD5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD5	8.0	hr		1.1						dimensionless	dimensionless
Zhao2009		SD5	8.0	SD5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD5	12.0	hr		1.07843137254902						dimensionless	dimensionless
Zhao2009		SD5	8.0	SD5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD5	15.0163934426229	hr		1.07058823529412						dimensionless	dimensionless
Zhao2009		SD5	8.0	SD5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD5	24.0	hr		1.03725490196078						dimensionless	dimensionless
