study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	timeraw	comments	mean_unit	value_unit
Zhao2009		SD2.5	8.0	SD2.5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD2.5	0.0655737704918034	hr		1.0						dimensionless	dimensionless
Zhao2009		SD2.5	8.0	SD2.5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD2.5	0.524590163934426	hr		1.10980392156863						dimensionless	dimensionless
Zhao2009		SD2.5	8.0	SD2.5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD2.5	0.983606557377048	hr		1.15882352941176						dimensionless	dimensionless
Zhao2009		SD2.5	8.0	SD2.5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD2.5	1.57377049180328	hr		1.11960784313725						dimensionless	dimensionless
Zhao2009		SD2.5	8.0	SD2.5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD2.5	1.9672131147541	hr		1.1						dimensionless	dimensionless
Zhao2009		SD2.5	8.0	SD2.5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD2.5	2.49180327868852	hr		1.0921568627451						dimensionless	dimensionless
Zhao2009		SD2.5	8.0	SD2.5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD2.5	3.01639344262295	hr		1.12156862745098						dimensionless	dimensionless
Zhao2009		SD2.5	8.0	SD2.5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD2.5	4.0655737704918	hr		1.13137254901961						dimensionless	dimensionless
Zhao2009		SD2.5	8.0	SD2.5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD2.5	6.0327868852459	hr		1.11960784313725						dimensionless	dimensionless
Zhao2009		SD2.5	8.0	SD2.5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD2.5	8.0	hr		1.08039215686275						dimensionless	dimensionless
Zhao2009		SD2.5	8.0	SD2.5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD2.5	12.0	hr		1.06078431372549						dimensionless	dimensionless
Zhao2009		SD2.5	8.0	SD2.5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD2.5	15.0163934426229	hr		1.07058823529412						dimensionless	dimensionless
Zhao2009		SD2.5	8.0	SD2.5	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD2.5	24.0	hr		1.02941176470588						dimensionless	dimensionless
