study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	timeraw	comments	mean_unit	value_unit
Zhao2009		SD2.5	8.0	SD2.5	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_SD2.5	0.0	hr		0.265486725663706						percent	percent
Zhao2009		SD2.5	8.0	SD2.5	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_SD2.5	0.48137535816619	hr		14.070796460177						percent	percent
Zhao2009		SD2.5	8.0	SD2.5	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_SD2.5	0.962750716332378	hr		17.787610619469						percent	percent
Zhao2009		SD2.5	8.0	SD2.5	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_SD2.5	1.44412607449857	hr		16.1946902654867						percent	percent
Zhao2009		SD2.5	8.0	SD2.5	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_SD2.5	2.0	hr		17.787610619469						percent	percent
Zhao2009		SD2.5	8.0	SD2.5	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_SD2.5	2.4756446991404	hr		16.1946902654867						percent	percent
Zhao2009		SD2.5	8.0	SD2.5	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_SD2.5	2.95702005730659	hr		17.787610619469						percent	percent
Zhao2009		SD2.5	8.0	SD2.5	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_SD2.5	4.0	hr		13.2743362831858						percent	percent
Zhao2009		SD2.5	8.0	SD2.5	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_SD2.5	6.0	hr		12.4778761061947						percent	percent
Zhao2009		SD2.5	8.0	SD2.5	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_SD2.5	8.0	hr		9.55752212389381						percent	percent
Zhao2009		SD2.5	8.0	SD2.5	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_SD2.5	12.0	hr		8.23008849557523						percent	percent
Zhao2009		SD2.5	8.0	SD2.5	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_SD2.5	14.9914040114613	hr		5.04424778761063						percent	percent
Zhao2009		SD2.5	8.0	SD2.5	factor Xa inhibition		plasma	Spectrophotometry	factor Xa inhibition_SD2.5	24.0	hr		2.65486725663717						percent	percent
