study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	timeraw	comments	mean_unit	value_unit
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	0.0	days		0.99080459770115						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	0.0	days		1.23908045977012						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	0.040540540540541	days		1.61609195402299						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	0.054054054054054	days		1.88275862068966						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	0.081081081081081	days		2.18620689655172						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	0.094594594594595	days		2.15862068965517						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	0.121621621621622	days		1.96551724137931						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	0.162162162162162	days		1.8						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	0.243243243243243	days		1.57931034482759						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	0.337837837837838	days		1.34942528735632						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	0.5	days		1.09195402298851						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	0.635135135135135	days		1.07356321839081						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	1.01351351351351	days		1.0						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	4.0	days								dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	5.0	days		1.32						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	5.01333333333333	days		1.56685714285714						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	5.02666666666667	days		2.05142857142857						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	5.05333333333333	days		2.42628571428571						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	5.06666666666667	days		2.37142857142857						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	5.10666666666667	days		2.408						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	5.13333333333333	days		2.45371428571429						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	5.16	days		2.12457142857143						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	5.25333333333333	days		1.768						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	5.33333333333333	days		1.46628571428571						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	5.49333333333333	days		1.15542857142857						dimensionless	dimensionless
Zhao2009		MD30	8.0	MD30	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_MD30	5.61333333333333	days		1.08228571428571						dimensionless	dimensionless
