study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	timeraw	comments	mean_unit	value_unit
Zhao2009		SD20	8.0	SD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD20	0.0655737704918034	hr		1.0						dimensionless	dimensionless
Zhao2009		SD20	8.0	SD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD20	0.524590163934426	hr		1.36078431372549						dimensionless	dimensionless
Zhao2009		SD20	8.0	SD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD20	0.983606557377048	hr		1.34117647058824						dimensionless	dimensionless
Zhao2009		SD20	8.0	SD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD20	1.50819672131148	hr		1.39019607843137						dimensionless	dimensionless
Zhao2009		SD20	8.0	SD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD20	2.0327868852459	hr		1.44117647058824						dimensionless	dimensionless
Zhao2009		SD20	8.0	SD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD20	2.49180327868852	hr		1.44117647058824						dimensionless	dimensionless
Zhao2009		SD20	8.0	SD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD20	3.01639344262295	hr		1.41176470588235						dimensionless	dimensionless
Zhao2009		SD20	8.0	SD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD20	4.0	hr		1.38039215686275						dimensionless	dimensionless
Zhao2009		SD20	8.0	SD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD20	6.0327868852459	hr		1.29019607843137						dimensionless	dimensionless
Zhao2009		SD20	8.0	SD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD20	8.0	hr		1.22156862745098						dimensionless	dimensionless
Zhao2009		SD20	8.0	SD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD20	12.0	hr		1.11960784313725						dimensionless	dimensionless
Zhao2009		SD20	8.0	SD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD20	15.0163934426229	hr		1.09019607843137						dimensionless	dimensionless
Zhao2009		SD20	8.0	SD20	prothrombin time (change relative)		plasma	coagulation assay	prothrombin time (change relative)_SD20	24.0	hr		1.03921568627451						dimensionless	dimensionless
