study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Moore2014	NRF	8.0	NRF_10	cmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	183.0	NA	NA	NA	44.6	NA	NA	ng/ml	NA
Moore2014	NRF	8.0	NRF_10	tmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	NA	4.0	2.0	8.0	NA	NA	NA	hr	NA
Moore2014	NRF	8.0	NRF_10	auc_inf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	1789.0	NA	NA	NA	459.0	NA	NA	ng/ml*hr	NA
Moore2014	NRF	8.0	NRF_10	thalf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	7.9	NA	NA	NA	2.5	NA	NA	hr	NA
Moore2014	NRF	8.0	NRF_10	vd	rivaroxaban	plasma	HPLC MS/MS	NA	NA	67.7	NA	NA	NA	32.1	NA	NA	l	NA
Moore2014	NRF	8.0	NRF_10	oral-clearance	rivaroxaban	plasma	HPLC MS/MS	NA	NA	5.91	NA	NA	NA	1.58	NA	NA	l/hr	NA
Moore2014	NRF	8.0	NRF_10	clearance_renal	rivaroxaban	plasma	HPLC MS/MS	NA	NA	2.12	NA	NA	NA	0.833	NA	NA	l/hr	NA
Moore2014	NRF	8.0	NRF_10	gfr	rivaroxaban	plasma	HPLC MS/MS	NA	NA	7.39	NA	NA	NA	2.51	NA	NA	ml/min	NA
Moore2014	NRF	8.0	NRF_10+ery	cmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	256.0	NA	NA	NA	62.3	NA	NA	ng/ml	NA
Moore2014	NRF	8.0	NRF_10+ery	tmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	NA	2.5	1.0	6.0	NA	NA	NA	hr	NA
Moore2014	NRF	8.0	NRF_10+ery	auc_inf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	2473.0	NA	NA	NA	468.0	NA	NA	ng/ml*hr	NA
Moore2014	NRF	8.0	NRF_10+ery	thalf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	7.4	NA	NA	NA	1.8	NA	NA	hr	NA
Moore2014	NRF	8.0	NRF_10+ery	vd	rivaroxaban	plasma	HPLC MS/MS	NA	NA	44.2	NA	NA	NA	10.4	NA	NA	l	NA
Moore2014	NRF	8.0	NRF_10+ery	oral-clearance	rivaroxaban	plasma	HPLC MS/MS	NA	NA	4.18	NA	NA	NA	0.851	NA	NA	l/hr	NA
Moore2014	NRF	8.0	NRF_10+ery	clearance_renal	rivaroxaban	plasma	HPLC MS/MS	NA	NA	2.06	NA	NA	NA	0.65	NA	NA	l/hr	NA
Moore2014	NRF	8.0	NRF_10+ery	gfr	rivaroxaban	plasma	HPLC MS/MS	NA	NA	7.39	NA	NA	NA	2.51	NA	NA	ml/min	NA
Moore2014	mildRI	12.0	mildRI	cmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	210.0	NA	NA	NA	65.4	NA	NA	ng/ml	NA
Moore2014	mildRI	12.0	mildRI	tmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	NA	3.0	1.0	8.0	NA	NA	NA	hr	NA
Moore2014	mildRI	12.0	mildRI	auc_inf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	2021.0	NA	NA	NA	835.0	NA	NA	ng/ml*hr	NA
Moore2014	mildRI	12.0	mildRI	thalf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	9.9	NA	NA	NA	2.4	NA	NA	hr	NA
Moore2014	mildRI	12.0	mildRI	vd	rivaroxaban	plasma	HPLC MS/MS	NA	NA	77.3	NA	NA	NA	26.9	NA	NA	l	NA
Moore2014	mildRI	12.0	mildRI	oral-clearance	rivaroxaban	plasma	HPLC MS/MS	NA	NA	5.53	NA	NA	NA	1.74	NA	NA	l/hr	NA
Moore2014	mildRI	12.0	mildRI	clearance_renal	rivaroxaban	plasma	HPLC MS/MS	NA	NA	1.4	NA	NA	NA	0.517	NA	NA	l/hr	NA
Moore2014	mildRI	12.0	mildRI	gfr	rivaroxaban	plasma	HPLC MS/MS	NA	NA	6.4	NA	NA	NA	3.97	NA	NA	ml/min	NA
Moore2014	mildRI	8.0	MildRI_10	cmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	287.0	NA	NA	NA	77.3	NA	NA	ng/ml	NA
Moore2014	mildRI	8.0	MildRI_10	tmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	NA	3.0	1.0	4.0	NA	NA	NA	hr	NA
