study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
Moore2014	NA	NRF	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF	0.592592592592593	hr	NA	17.3758865248226	42.1985815602837	8.7761479934501	24.8226950354611	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF	1.06666666666666	hr	NA	78.1914893617021	127.836879432624	17.5522959869001	49.6453900709219	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF	2.01481481481481	hr	NA	130.31914893617	189.893617021277	21.0627551842804	59.574468085107	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF	2.96296296296296	hr	NA	148.936170212766	209.751773049645	21.5015625839525	60.815602836879	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF	4.02962962962963	hr	NA	155.141843971631	214.716312056738	21.0627551842804	59.574468085107	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF	6.0	hr	NA	106.737588652482	140.248226950355	11.8477997911578	33.510638297873	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF	8.05925925925926	hr	NA	98.0496453900709	139.007092198582	14.4806441891928	40.9574468085111	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF	12.0	hr	NA	53.3687943262411	75.709219858156	7.89853319410506	22.3404255319149	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF	24.0	hr	NA	17.3758865248226	35.9929078014184	6.58211099508756	18.6170212765958	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF	36.0	hr	NA	3.72340425531911	4.96453900709219	0.438807399672514	1.24113475177308	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF	48.0	hr	NA	2.48226950354609	7.44680851063833	1.75522959869003	4.96453900709224	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI	0.0	hr	NA	1.24113475177302	1.24113475177302	NA	NA	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI	0.474074074074073	hr	NA	57.0921985815602	117.90780141844	21.5015625839528	60.8156028368798	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI	0.948148148148148	hr	NA	99.2907801418439	176.241134751773	27.2060587796952	76.9503546099291	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI	2.01481481481481	hr	NA	150.177304964539	210.992907801418	21.5015625839525	60.815602836879	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI	2.96296296296296	hr	NA	172.517730496454	251.950354609929	28.0836735790401	79.432624113475	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI	3.91111111111111	hr	NA	170.035460992908	244.503546099291	26.3284439803502	74.468085106383	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI	6.0	hr	NA	101.77304964539	139.007092198582	13.1642219901753	37.234042553192	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI	7.94074074074074	hr	NA	88.1205673758865	124.113475177305	12.7254145905026	35.9929078014185	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI	12.0	hr	NA	50.886524822695	75.709219858156	8.77614799345006	24.822695035461	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI	24.0	hr	NA	19.8581560283688	35.9929078014184	5.70449619574252	16.1347517730496	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI	36.0	hr	NA	9.92907801418443	14.8936170212766	1.75522959869	4.96453900709217	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI	48.0	hr	NA	6.2056737588652	11.1702127659574	1.75522959869001	4.9645390070922	ng/ml	NA
Moore2014	NA	moderateRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_moderateRI	0.0	hr	NA	0.0	1.24113475177302	0.438807399672492	1.24113475177302	ng/ml	NA
Moore2014	NA	moderateRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_moderateRI	0.592592592592593	hr	NA	32.2695035460993	91.8439716312057	21.0627551842801	59.5744680851064	ng/ml	NA
Moore2014	NA	moderateRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_moderateRI	1.06666666666666	hr	NA	70.7446808510638	127.836879432624	20.1851403849351	57.0921985815602	ng/ml	NA
Moore2014	NA	moderateRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_moderateRI	1.89629629629629	hr	NA	165.070921985816	243.262411347518	27.6448661793676	78.191489361702	ng/ml	NA
Moore2014	NA	moderateRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_moderateRI	2.84444444444444	hr	NA	189.893617021277	273.049645390071	29.4000957780576	83.156028368794	ng/ml	NA
Moore2014	NA	moderateRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_moderateRI	4.02962962962963	hr	NA	203.54609929078	312.765957446808	38.6150511711801	109.219858156028	ng/ml	NA
Moore2014	NA	moderateRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_moderateRI	6.0	hr	NA	131.560283687943	171.276595744681	14.0418367895202	39.716312056738	ng/ml	NA
Moore2014	NA	moderateRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_moderateRI	7.94074074074074	hr	NA	104.255319148936	140.248226950355	12.7254145905028	35.992907801419	ng/ml	NA
Moore2014	NA	moderateRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_moderateRI	12.0	hr	NA	68.2624113475177	96.8085106382978	10.0925701924676	28.5460992907801	ng/ml	NA
Moore2014	NA	moderateRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_moderateRI	24.0	hr	NA	23.5815602836879	37.2340425531914	4.82688139639752	13.6524822695035	ng/ml	NA
Moore2014	NA	moderateRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_moderateRI	36.0	hr	NA	8.68794326241135	14.8936170212766	2.19403699836252	6.20567375886525	ng/ml	NA
Moore2014	NA	moderateRI	8.0	RIV10	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_moderateRI	48.0	hr	NA	4.96453900709219	11.1702127659574	2.1940369983625	6.20567375886521	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF_ERY	0.118518518518519	hr	NA	0.0	2.48226950354604	0.877614799344985	2.48226950354604	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF_ERY	0.592592592592593	hr	NA	49.6453900709219	101.77304964539	18.4299107862451	52.1276595744681	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF_ERY	1.06666666666666	hr	NA	140.248226950355	244.503546099291	36.8598215724902	104.255319148936	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF_ERY	2.01481481481481	hr	NA	191.13475177305	295.390070921986	36.8598215724902	104.255319148936	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF_ERY	2.96296296296296	hr	NA	220.921985815603	302.836879432624	28.9612883783851	81.914893617021	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF_ERY	3.91111111111111	hr	NA	207.269503546099	271.808510638298	22.8179847829703	64.539007092199	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF_ERY	6.0	hr	NA	156.382978723404	201.063829787234	15.7970663882102	44.68085106383	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF_ERY	7.94074074074074	hr	NA	140.248226950355	172.517730496454	11.408992391485	32.269503546099	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF_ERY	12.0	hr	NA	64.5390070921985	80.6737588652481	5.70449619574252	16.1347517730496	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF_ERY	24.0	hr	NA	21.0992907801418	27.304964539007	2.1940369983625	6.2056737588652	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF_ERY	36.0	hr	NA	4.96453900709219	7.44680851063822	0.877614799344981	2.48226950354603	ng/ml	NA
Moore2014	NA	NRF	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_NRF_ERY	48.0	hr	NA	3.72340425531911	4.96453900709219	0.438807399672514	1.24113475177308	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI_ERY	0.0	hr	NA	1.77935943060504	1.77935943060504	NA	NA	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI_ERY	0.477611940298502	hr	NA	87.1886120996442	167.259786476868	28.3094351898527	80.0711743772238	ng/ml	NA
Moore2014	NA	mildRI	8.0	RIV10, ERY	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_mildRI_ERY	1.07462686567163	hr	NA	225.978647686833	339.857651245552	40.2623078255686	113.879003558719	ng/ml	NA
