study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	timeraw	comments	mean_unit	value_unit
Zhao2009		SD5	8.0	SD5	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD5	0.0	days		0.00011935193490704664						mole/meter^3	µg/l
Zhao2009		SD5	8.0	SD5	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD5	0.128	days		0.00014322232188845573						mole/meter^3	µg/l
Zhao2009		SD5	8.0	SD5	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD5	0.16	days		0.00015913591320939452						mole/meter^3	µg/l
Zhao2009		SD5	8.0	SD5	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD5	0.224000000000001	days		0.00017504950453033424						mole/meter^3	µg/l
Zhao2009		SD5	8.0	SD5	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD5	0.288	days		0.00017504950453033424						mole/meter^3	µg/l
Zhao2009		SD5	8.0	SD5	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD5	0.384	days		0.00015913591320939452						mole/meter^3	µg/l
Zhao2009		SD5	8.0	SD5	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD5	0.576	days		0.00011935193490704664						mole/meter^3	µg/l
Zhao2009		SD5	8.0	SD5	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD5	0.768	days		5.569756962328851e-05						mole/meter^3	µg/l
Zhao2009		SD5	8.0	SD5	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD5	1.184	days		2.38703869814091e-05						mole/meter^3	µg/l
Zhao2009		SD5	8.0	SD5	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD5	1.472	days		7.956795660470403e-06						mole/meter^3	µg/l
Zhao2009		SD5	8.0	SD5	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD5	2.0	days		-7.956795660469349e-06						mole/meter^3	µg/l
