study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	timeraw	comments	mean_unit	value_unit
Zhao2009		SD30	8.0	SD30	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD30	0.0	days		5.569756962328851e-05						mole/meter^3	µg/l
Zhao2009		SD30	8.0	SD30	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD30	0.0960000000000001	days		0.000437623761325835						mole/meter^3	µg/l
Zhao2009		SD30	8.0	SD30	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD30	0.128	days		0.0007320252007632167						mole/meter^3	µg/l
Zhao2009		SD30	8.0	SD30	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD30	0.192	days		0.0009070747052935508						mole/meter^3	µg/l
Zhao2009		SD30	8.0	SD30	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD30	0.224000000000001	days		0.0009468586835958978						mole/meter^3	µg/l
Zhao2009		SD30	8.0	SD30	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD30	0.288	days		0.0009707290705773079						mole/meter^3	µg/l
Zhao2009		SD30	8.0	SD30	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD30	0.384	days		0.0008752475226516723						mole/meter^3	µg/l
Zhao2009		SD30	8.0	SD30	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD30	0.576	days		0.0006285868571771106						mole/meter^3	µg/l
Zhao2009		SD30	8.0	SD30	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD30	0.8	days		0.0003262286220792603						mole/meter^3	µg/l
Zhao2009		SD30	8.0	SD30	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD30	1.184	days		0.00012730873056751604						mole/meter^3	µg/l
Zhao2009		SD30	8.0	SD30	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD30	1.472	days		7.161116094422843e-05						mole/meter^3	µg/l
Zhao2009		SD30	8.0	SD30	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_SD30	2.0	days		2.38703869814091e-05						mole/meter^3	µg/l
