study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	timeraw	comments	mean_unit	value_unit
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	5.0	days		0.00019891989151174424				6.0		mole/meter^3	µg/l
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	5.01342281879195	days		0.00020687668717221365				6.01342281879195		mole/meter^3	µg/l
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	5.04026845637584	days		0.00045353735264677425				6.04026845637584		mole/meter^3	µg/l
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	5.05369127516779	days		0.0006524572441585182				6.05369127516779		mole/meter^3	µg/l
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	5.08053691275168	days		0.0008434203400097916				6.08053691275168		mole/meter^3	µg/l
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	5.09395973154362	days		0.0009389018879354293				6.09395973154362		mole/meter^3	µg/l
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	5.12080536912752	days		0.0008911611139726116				6.12080536912752		mole/meter^3	µg/l
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	5.16107382550336	days		0.0008036363617074446				6.16107382550336		mole/meter^3	µg/l
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	5.24161073825503	days		0.0005728892875538198				6.24161073825503		mole/meter^3	µg/l
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	5.33557046979866	days		0.0003023582350978503				6.33557046979866		mole/meter^3	µg/l
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	5.49664429530201	days		0.00014322232188845573				6.49664429530201		mole/meter^3	µg/l
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	5.61744966442953	days		7.161116094422843e-05				6.61744966442953		mole/meter^3	µg/l
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	6.0	days		2.38703869814091e-05				7.0		mole/meter^3	µg/l
Zhao2009		MD20	8.0	MD20	concentration	rivaroxaban	plasma	HPLC MS	rivaroxaban_MD20	6.50335570469799	days		0.0				7.50335570469799		mole/meter^3	µg/l
