study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Liu2024	fed_20	22.0	fed_20	thalf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	6.0	NA	NA	NA	3.1	NA	NA	hr	NA
Liu2024	fed_20	22.0	fed_20	tmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	NA	2.0	1.0	3.0	NA	NA	NA	hr	NA
Liu2024	fed_20	22.0	fed_20	cmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	310.3	NA	NA	NA	70.6	NA	NA	ng/ml	NA
Liu2024	fed_20	22.0	fed_20	auc_end	rivaroxaban	plasma	HPLC MS/MS	48.0	hr	1795.2	NA	NA	NA	467.0	NA	NA	ng/ml*hr	NA
Liu2024	fed_20	22.0	fed_20	auc_inf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	1829.6	NA	NA	NA	473.8	NA	NA	ng/ml*hr	NA
Liu2024	fasted_20	25.0	fasted_20	thalf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	11.5	NA	NA	NA	5.8	NA	NA	hr	NA
Liu2024	fasted_20	25.0	fasted_20	tmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	NA	2.2	1.0	3.4	NA	NA	NA	hr	NA
Liu2024	fasted_20	25.0	fasted_20	cmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	218.7	NA	NA	NA	75.8	NA	NA	ng/ml	NA
Liu2024	fasted_20	25.0	fasted_20	auc_end	rivaroxaban	plasma	HPLC MS/MS	48.0	hr	1474.1	NA	NA	NA	535.5	NA	NA	ng/ml*hr	NA
Liu2024	fasted_20	25.0	fasted_20	auc_inf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	1557.7	NA	NA	NA	584.4	NA	NA	ng/ml*hr	NA
Liu2024	fed_15	36.0	fed_20	thalf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	5.4	NA	NA	NA	1.6	NA	NA	hr	NA
Liu2024	fed_15	36.0	fed_20	tmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	NA	2.7	1.4	4.0	NA	NA	NA	hr	NA
Liu2024	fed_15	36.0	fed_20	cmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	301.7	NA	NA	NA	52.6	NA	NA	ng/ml	NA
Liu2024	fed_15	36.0	fed_20	auc_end	rivaroxaban	plasma	HPLC MS/MS	48.0	hr	1928.1	NA	NA	NA	496.2	NA	NA	ng/ml*hr	NA
Liu2024	fed_15	36.0	fed_20	auc_inf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	1941.2	NA	NA	NA	497.8	NA	NA	ng/ml*hr	NA
Liu2024	fasted_15	36.0	fed_20	thalf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	9.6	NA	NA	NA	4.4	NA	NA	hr	NA
Liu2024	fasted_15	36.0	fed_20	tmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	NA	1.9	0.8	3.0	NA	NA	NA	hr	NA
Liu2024	fasted_15	36.0	fed_20	cmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	228.1	NA	NA	NA	71.7	NA	NA	ng/ml	NA
Liu2024	fasted_15	36.0	fed_20	auc_end	rivaroxaban	plasma	HPLC MS/MS	48.0	hr	1525.7	NA	NA	NA	482.6	NA	NA	ng/ml*hr	NA
Liu2024	fasted_15	36.0	fed_20	auc_inf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	1603.2	NA	NA	NA	511.9	NA	NA	ng/ml*hr	NA
Liu2024	fed_10	79.0	fed_20	thalf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	5.5	NA	NA	NA	1.4	NA	NA	hr	NA
Liu2024	fed_10	79.0	fed_20	tmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	NA	2.5	1.3	3.7	NA	NA	NA	hr	NA
Liu2024	fed_10	79.0	fed_20	cmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	215.5	NA	NA	NA	44.4	NA	NA	ng/ml	NA
Liu2024	fed_10	79.0	fed_20	auc_end	rivaroxaban	plasma	HPLC MS/MS	48.0	hr	1334.3	NA	NA	NA	308.9	NA	NA	ng/ml*hr	NA
Liu2024	fed_10	79.0	fed_20	auc_inf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	1348.5	NA	NA	NA	308.9	NA	NA	ng/ml*hr	NA
Liu2024	fasted_10	106.0	fed_20	thalf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	8.7	NA	NA	NA	5.5	NA	NA	hr	NA
Liu2024	fasted_10	106.0	fed_20	tmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	NA	1.9	0.9	2.9	NA	NA	NA	hr	NA
Liu2024	fasted_10	106.0	fed_20	cmax	rivaroxaban	plasma	HPLC MS/MS	NA	NA	173.2	NA	NA	NA	52.5	NA	NA	ng/ml	NA
Liu2024	fasted_10	106.0	fed_20	auc_end	rivaroxaban	plasma	HPLC MS/MS	48.0	hr	1192.9	NA	NA	NA	316.1	NA	NA	ng/ml*hr	NA
Liu2024	fasted_10	106.0	fed_20	auc_inf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	1227.7	NA	NA	NA	322.6	NA	NA	ng/ml*hr	NA
