study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
Liu2024	NA	fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	0.0	hr	NA	0.0	0.0	0.0	0.0	ng/ml	NA
Liu2024	NA	fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	0.948616600790514	hr	NA	128.333333333333	130.833333333333	0.5	2.5	ng/ml	NA
Liu2024	NA	fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	1.51778656126482	hr	NA	164.166666666667	166.666666666667	0.5	2.5	ng/ml	NA
Liu2024	NA	fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	1.99209486166008	hr	NA	170.833333333333	185.0	2.8333333333334	14.166666666667	ng/ml	NA
Liu2024	NA	fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	2.46640316205534	hr	NA	175.833333333333	194.166666666667	3.6666666666668	18.333333333334	ng/ml	NA
Liu2024	NA	fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	2.94071146245059	hr	NA	170.833333333333	196.666666666667	5.1666666666668	25.833333333334	ng/ml	NA
Liu2024	NA	fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	3.41501976284585	hr	NA	165.0	185.833333333333	4.1666666666666	20.833333333333	ng/ml	NA
Liu2024	NA	fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	3.98418972332016	hr	NA	165.833333333333	177.5	2.3333333333334	11.666666666667	ng/ml	NA
Liu2024	NA	fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	5.97628458498024	hr	NA	70.0	90.8333333333333	4.16666666666666	20.8333333333333	ng/ml	NA
Liu2024	NA	fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	7.96837944664031	hr	NA	50.0	66.6666666666666	3.33333333333332	16.6666666666666	ng/ml	NA
