study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
GenisNajera2022	NA	all	32.0	T20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_T20	0.25	hr	NA	0.966462895410325	1.6681	0.124033088646864	0.701637104589675	ng/ml	no units reported
GenisNajera2022	NA	all	32.0	T20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_T20	0.5	hr	NA	12.0637264681002	19.44862	1.30547707368676	7.3848935318998	ng/ml	no units reported
GenisNajera2022	NA	all	32.0	T20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_T20	0.75	hr	NA	33.5680355094673	47.21436	2.41235214638193	13.6463244905327	ng/ml	no units reported
GenisNajera2022	NA	all	32.0	T20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_T20	1.0	hr	NA	62.0286876160334	81.49127	3.44053099577616	19.4625823839666	ng/ml	no units reported
GenisNajera2022	NA	all	32.0	T20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_T20	1.5	hr	NA	122.712523985119	172.59851	8.81867974932491	49.885986014881	ng/ml	no units reported
GenisNajera2022	NA	all	32.0	T20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_T20	2.0	hr	NA	150.583635427984	211.79999	10.8216248593482	61.216354572016	ng/ml	no units reported
GenisNajera2022	NA	all	32.0	T20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_T20	2.5	hr	NA	184.784979742229	259.90511	13.2794883772217	75.120130257771	ng/ml	no units reported
GenisNajera2022	NA	all	32.0	T20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_T20	3.0	hr	NA	197.831888278416	259.90511	10.973099002357	62.073221721584	ng/ml	no units reported
GenisNajera2022	NA	all	32.0	T20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_T20	3.5	hr	NA	211.799985444703	297.90245	15.2209091409812	86.102464555297	ng/ml	no units reported
GenisNajera2022	NA	all	32.0	T20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_T20	4.0	hr	NA	211.799985444703	318.93612	18.9391718135412	107.136134555297	ng/ml	no units reported
GenisNajera2022	NA	all	32.0	T20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_T20	6.0	hr	NA	172.598507932562	242.7645	12.4037121998917	70.165992067438	ng/ml	no units reported
GenisNajera2022	NA	all	32.0	T20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_T20	8.0	hr	NA	71.0970943231243	100.0	5.10936015002849	28.9029056768757	ng/ml	no units reported
GenisNajera2022	NA	all	32.0	T20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_T20	12.0	hr	NA	31.354241298419	44.10059	2.25325740056407	12.746348701581	ng/ml	no units reported
