study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	raw
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	0.006191950464396	days	NA	1.04049994266713	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	0.037151702786378	days	NA	1.0790490387188	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	0.040247678018576	days	NA	1.10078049153385	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	0.065015479876161	days	NA	1.13932347207889	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	0.080495356037152	days	NA	1.16995604479609	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	0.108359133126935	days	NA	1.24899591025494	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	0.126934984520124	days	NA	1.19074265183656	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	0.164086687306502	days	NA	1.19077934487635	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	0.25077399380805	days	NA	1.19975385085808	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	0.331269349845201	days	NA	1.12872224133318	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	0.495356037151703	days	NA	1.06073615411077	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	0.622291021671827	days	NA	1.03123189236708	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	1.0	days	NA	1.02172839506173	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	4.0	days	NA	NA	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	7.00431241747254	days	NA	1.05795889083096	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	7.00756390392087	days	NA	1.07870123724402	NA	NA	NA	dimensionless	NA	NA
Kubitza2005	NA	OD5	7.0	OD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_OD5	7.01731836326584	days	NA	1.1409282764832	NA	NA	NA	dimensionless	NA	NA
