study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	raw
Kubitza2005a	NA	T1.25	8.0	T1.25	factor Xa inhibition	NA	plasma	NR	factor Xa inhibition_T1.25	0.266460044847882	hr	NA	4.89808310370601	NA	NA	NA	percent	NEGATIVE VALUES INCORRECT	-4.89808310370601
Kubitza2005a	NA	T1.25	8.0	T1.25	factor Xa inhibition	NA	plasma	NR	factor Xa inhibition_T1.25	0.487394871742243	hr	NA	2.5489230179785	NA	NA	NA	percent	NEGATIVE VALUES INCORRECT	2.5489230179785
Kubitza2005a	NA	T1.25	8.0	T1.25	factor Xa inhibition	NA	plasma	NR	factor Xa inhibition_T1.25	0.724134215239043	hr	NA	1.0303210677285	NA	NA	NA	percent	NEGATIVE VALUES INCORRECT	1.0303210677285
Kubitza2005a	NA	T1.25	8.0	T1.25	factor Xa inhibition	NA	plasma	NR	factor Xa inhibition_T1.25	0.96444496898107	hr	NA	3.5116985921323	NA	NA	NA	percent	NEGATIVE VALUES INCORRECT	3.5116985921323
Kubitza2005a	NA	T1.25	8.0	T1.25	factor Xa inhibition	NA	plasma	NR	factor Xa inhibition_T1.25	1.22290012879655	hr	NA	0.351855747866651	NA	NA	NA	percent	NEGATIVE VALUES INCORRECT	-0.351855747866651
Kubitza2005a	NA	T1.25	8.0	T1.25	factor Xa inhibition	NA	plasma	NR	factor Xa inhibition_T1.25	1.49083799857349	hr	NA	6.4052250689737	NA	NA	NA	percent	NEGATIVE VALUES INCORRECT	6.4052250689737
Kubitza2005a	NA	T1.25	8.0	T1.25	factor Xa inhibition	NA	plasma	NR	factor Xa inhibition_T1.25	1.72609951714123	hr	NA	3.2314591981774	NA	NA	NA	percent	NEGATIVE VALUES INCORRECT	3.2314591981774
Kubitza2005a	NA	T1.25	8.0	T1.25	factor Xa inhibition	NA	plasma	NR	factor Xa inhibition_T1.25	2.0	hr	NA	4.4711901108882	NA	NA	NA	percent	NEGATIVE VALUES INCORRECT	4.4711901108882
Kubitza2005a	NA	T1.25	8.0	T1.25	factor Xa inhibition	NA	plasma	NR	factor Xa inhibition_T1.25	2.24732015948194	hr	NA	0.331911953106401	NA	NA	NA	percent	NEGATIVE VALUES INCORRECT	0.331911953106401
Kubitza2005a	NA	T1.25	8.0	T1.25	factor Xa inhibition	NA	plasma	NR	factor Xa inhibition_T1.25	2.51304129186529	hr	NA	4.6062468891272	NA	NA	NA	percent	NEGATIVE VALUES INCORRECT	4.6062468891272
