study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	raw
Kubitza2005	NA	BID5	7.0	BID5	factor Xa inhibition	NA	plasma	coagulation assay	factor Xa inhibition_BID5	0.0173320289407739	days	NA	4.71265871126712	NA	NA	NA	percent	NA	NA
Kubitza2005	NA	BID5	7.0	BID5	factor Xa inhibition	NA	plasma	coagulation assay	factor Xa inhibition_BID5	0.0332829363480844	days	NA	7.53454111713899	NA	NA	NA	percent	NA	NA
Kubitza2005	NA	BID5	7.0	BID5	factor Xa inhibition	NA	plasma	coagulation assay	factor Xa inhibition_BID5	0.0648290077374194	days	NA	7.53977263809907	NA	NA	NA	percent	NA	NA
Kubitza2005	NA	BID5	7.0	BID5	factor Xa inhibition	NA	plasma	coagulation assay	factor Xa inhibition_BID5	0.0775311406285147	days	NA	8.8685789619616	NA	NA	NA	percent	NA	NA
Kubitza2005	NA	BID5	7.0	BID5	factor Xa inhibition	NA	plasma	coagulation assay	factor Xa inhibition_BID5	0.112932842965435	days	NA	19.9855610021502	NA	NA	NA	percent	NA	NA
Kubitza2005	NA	BID5	7.0	BID5	factor Xa inhibition	NA	plasma	coagulation assay	factor Xa inhibition_BID5	0.128800046037384	days	NA	21.4807296925435	NA	NA	NA	percent	NA	NA
Kubitza2005	NA	BID5	7.0	BID5	factor Xa inhibition	NA	plasma	coagulation assay	factor Xa inhibition_BID5	0.163417020230291	days	NA	20.1597706501211	NA	NA	NA	percent	NA	NA
Kubitza2005	NA	BID5	7.0	BID5	factor Xa inhibition	NA	plasma	coagulation assay	factor Xa inhibition_BID5	0.251379813653223	days	NA	14.3700464035909	NA	NA	NA	percent	NA	NA
Kubitza2005	NA	BID5	7.0	BID5	factor Xa inhibition	NA	plasma	coagulation assay	factor Xa inhibition_BID5	0.342434435963568	days	NA	7.58581002254785	NA	NA	NA	percent	NA	NA
Kubitza2005	NA	BID5	7.0	BID5	factor Xa inhibition	NA	plasma	coagulation assay	factor Xa inhibition_BID5	0.499673029939994	days	NA	-0.182475451087896	NA	NA	NA	percent	NA	NA
Kubitza2005	NA	BID5	7.0	BID5	factor Xa inhibition	NA	plasma	coagulation assay	factor Xa inhibition_BID5	0.519092435743844	days	NA	7.61510653992434	NA	NA	NA	percent	NA	NA
