study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_se	mean_sd	comments	mean_unit	value_unit
Greenblatt2018		NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	0.728038485976214	hr		0.00035926432508139175	203.195496959463	3.380749848873153e-05	0.00010690869721709185		mole/meter^3	ng/ml
Greenblatt2018		NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	1.18333484614686	hr		0.0004274015793704231	245.967830677467	4.329162343598972e-05	0.00013690013366405204		mole/meter^3	ng/ml
Greenblatt2018		NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	2.09131342470727	hr		0.0005450382266477678	287.579640674718	3.628071441063848e-05	0.0001147296926757112		mole/meter^3	ng/ml
Greenblatt2018		NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	3.14524825270038	hr		0.0005842460359013192	308.266937721987	3.889059984737887e-05	0.0001229828750879141		mole/meter^3	ng/ml
Greenblatt2018		NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	4.34949623309431	hr		0.0006262742937606819	366.732143583175	6.801617887633798e-05	0.00021508604299066026		mole/meter^3	ng/ml
Greenblatt2018		NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	6.14671870745212	hr		0.00048264914677901487	272.980439164406	4.541825937385244e-05	0.00014362514698166697		mole/meter^3	ng/ml
Greenblatt2018		NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	8.24500317690841	hr		0.00037847805443644815	229.46132623395	4.678725165452579e-05	0.00014795428068778335		mole/meter^3	ng/ml
Greenblatt2018		NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	12.0	hr		0.00022873267871891347	127.137773530097	1.990590490019845e-05	6.294799837133385e-05		mole/meter^3	ng/ml
Greenblatt2018		NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	24.0	hr		9.433789116270533e-05	51.5323623963915	7.554093098028379e-06	2.3888139846727313e-05		mole/meter^3	ng/ml
Greenblatt2018		NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	36.0	hr		3.214187391025053e-05	18.8205489070516	3.4900182026972333e-06	1.103640659597045e-05		mole/meter^3	ng/ml
Greenblatt2018		NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	48.0	hr		1.69083233917592e-05	11.9821571414229	3.34608642137921e-06	1.0581254339320227e-05		mole/meter^3	ng/ml
Greenblatt2018		NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	72.0	hr		3.6019087822336427e-06	4.94177154483606	2.446195703273034e-06	7.73555002486019e-06		mole/meter^3	ng/ml
