study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	mean_unit	value_unit
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	0.268553630164049	hr		-2.55326754959864				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	0.515145139854578	hr		6.9625566371273				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	0.786161811567059	hr		17.1678956217726				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	1.25011673790672	hr		30.1307464555293				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	1.53878520738297	hr		33.4394322689231				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	1.79896449628235	hr		31.5069025028949				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	2.0	hr		33.2987652293793				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	2.271581118734	hr		27.5041863154096				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	2.53668649073024	hr		31.0888696178694				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	2.99103555503102	hr		33.2931549680745				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	3.49054038105305	hr		32.7385601127526				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	4.0	hr		29.701219376611				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	6.0	hr		24.0344449518766				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	8.0	hr		16.7126434422374				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	12.0	hr		8.4141091230033				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	15.0398653537287	hr		7.9825295094613				percent	percent
Kubitza2005a		T10	8.0	T10	factor Xa inhibition		plasma	NR	factor Xa inhibition_T10	24.0	hr		5.8618507362613				percent	percent
