study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	0.213341811895157	hr		0.977551020408163					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	0.401963316972358	hr		1.02040816326531					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	0.752896289966814	hr		1.03061224489796					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	0.963217614212189	hr		1.03061224489796					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	1.24364604653936	hr		1.03061224489796					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	1.4081036504183	hr		1.0530612244898					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	1.68773721757447	hr		1.03265306122449					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	2.0	hr		1.04081632653061					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	2.24779921705781	hr		1.01224489795918					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	2.5063688571826	hr		1.05102040816327					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	2.71756453311607	hr		1.0734693877551					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	3.0221568666415	hr		1.09387755102041					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	3.48874272201578	hr		1.0734693877551					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	4.0	hr		1.06326530612245					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	6.0	hr		1.06530612244898					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	8.0	hr		1.02448979591837					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	12.0	hr		1.00612244897959					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	14.9844007710192	hr		1.02448979591837					dimensionless	dimensionless
Kubitza2005a		T1.25	8.0	T1.25	prothrombin time (change relative)		plasma	NR	prothrombin time (change relative)_T1.25	24.0048486775431	hr		1.02448979591837					dimensionless	dimensionless
