study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Lenard2024	all	12.0	EDO60	auc_inf	edoxaban	plasma	HPLC MS/MS	NA	NA	70.0	NA	NA	NA	NA	NA	NA	mg*min/ml	geometric mean
Lenard2024	all	12.0	EDO60	cmax	edoxaban	plasma	HPLC MS/MS	48.0	hr	203.0	NA	NA	NA	NA	NA	NA	ng/ml	geometric mean
Lenard2024	all	12.0	EDO60, CLAR	auc_inf	edoxaban	plasma	HPLC MS/MS	NA	NA	107.0	NA	NA	NA	NA	NA	NA	mg*min/ml	geometric mean
Lenard2024	all	12.0	EDO60, CLAR	cmax	edoxaban	plasma	HPLC MS/MS	48.0	hr	258.0	NA	NA	NA	NA	NA	NA	ng/ml	geometric mean
Lenard2024	all	12.0	API25, RIV25, EDO50	auc_inf	edoxaban	plasma	HPLC MS/MS	NA	NA	63.0	NA	NA	NA	NA	NA	NA	ng*min/ml	geometric mean
Lenard2024	all	12.0	API25, RIV25, EDO50	cmax	edoxaban	plasma	HPLC MS/MS	24.0	hr	153.0	NA	NA	NA	NA	NA	NA	pg/ml	geometric mean
Lenard2024	all	12.0	API25, RIV25, EDO50, CLAR	auc_inf	edoxaban	plasma	HPLC MS/MS	NA	NA	128.0	NA	NA	NA	NA	NA	NA	ng*min/ml	geometric mean
Lenard2024	all	12.0	API25, RIV25, EDO50, CLAR	cmax	edoxaban	plasma	HPLC MS/MS	24.0	hr	341.0	NA	NA	NA	NA	NA	NA	pg/ml	geometric mean
Lenard2024	all	12.0	API25, RIV25, EDO50	auc_inf	apixaban	plasma	HPLC MS/MS	NA	NA	307.0	NA	NA	NA	NA	NA	NA	ng*min/ml	geometric mean
Lenard2024	all	12.0	API25, RIV25, EDO50	cmax	apixaban	plasma	HPLC MS/MS	24.0	hr	653.0	NA	NA	NA	NA	NA	NA	pg/ml	geometric mean
Lenard2024	all	12.0	API25, RIV25, EDO50, CLAR	auc_inf	apixaban	plasma	HPLC MS/MS	NA	NA	423.0	NA	NA	NA	NA	NA	NA	ng*min/ml	geometric mean
Lenard2024	all	12.0	API25, RIV25, EDO50, CLAR	cmax	apixaban	plasma	HPLC MS/MS	24.0	hr	764.0	NA	NA	NA	NA	NA	NA	pg/ml	geometric mean
Lenard2024	all	12.0	API25, RIV25, EDO50	auc_inf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	166.0	NA	NA	NA	NA	NA	NA	ng*min/ml	geometric mean
Lenard2024	all	12.0	API25, RIV25, EDO50	cmax	rivaroxaban	plasma	HPLC MS/MS	24.0	hr	650.0	NA	NA	NA	NA	NA	NA	pg/ml	geometric mean
Lenard2024	all	12.0	API25, RIV25, EDO50, CLAR	auc_inf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	238.0	NA	NA	NA	NA	NA	NA	ng*min/ml	geometric mean
Lenard2024	all	12.0	API25, RIV25, EDO50, CLAR	cmax	rivaroxaban	plasma	HPLC MS/MS	24.0	hr	907.0	NA	NA	NA	NA	NA	NA	pg/ml	geometric mean
