study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Lenard2024	all	12.0	baseline	aPTT	NA	plasma	coagulation assay	NA	NA	24.9	NA	NA	NA	NA	1.0	NA	sec	NA
Lenard2024	all	12.0	baseline	inr	NA	plasma	coagulation assay	NA	NA	1.02	NA	NA	NA	NA	0.06	NA	dimensionless	NA
Lenard2024	all	12.0	EDO60	aPTT	NA	plasma	coagulation assay	NA	NA	33.4	NA	NA	NA	NA	2.85	NA	sec	NA
Lenard2024	all	12.0	EDO60	inr	NA	plasma	coagulation assay	NA	NA	1.23	NA	NA	NA	NA	0.11	NA	dimensionless	NA
Lenard2024	all	12.0	EDO60, CLAR	aPTT	NA	plasma	coagulation assay	NA	NA	40.2	NA	NA	NA	NA	3.68	NA	sec	NA
Lenard2024	all	12.0	EDO60, CLAR	inr	NA	plasma	coagulation assay	NA	NA	1.43	NA	NA	NA	NA	0.17	NA	dimensionless	NA
Lenard2024	all	12.0	baseline	aPTT	NA	plasma	coagulation assay	NA	NA	24.9	NA	NA	NA	NA	1.0	NA	sec	NA
Lenard2024	all	12.0	baseline	inr	NA	plasma	coagulation assay	NA	NA	1.02	NA	NA	NA	NA	0.06	NA	dimensionless	NA
Lenard2024	all	12.0	API25, RIV25, EDO50 	aPTT	NA	plasma	coagulation assay	NA	NA	25.3	NA	NA	NA	NA	1.0	NA	sec	NA
Lenard2024	all	12.0	API25, RIV25, EDO50 	inr	NA	plasma	coagulation assay	NA	NA	1.04	NA	NA	NA	NA	0.05	NA	dimensionless	NA
Lenard2024	all	12.0	API25, RIV25, EDO50, CLAR	aPTT	NA	plasma	coagulation assay	NA	NA	25.9	NA	NA	NA	NA	1.2	NA	sec	NA
Lenard2024	all	12.0	API25, RIV25, EDO50, CLAR	inr	NA	plasma	coagulation assay	NA	NA	1.05	NA	NA	NA	NA	0.06	NA	dimensionless	NA
