study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
Greenblatt2018	NA	NRF	13.0	VER120, VER240, VER360	concentration	verapamil	plasma	LC/MS	verapamil_NRF	7.99784190523481	days	NA	0.032423507433549	0.0	0.0089926629678499	0.032423507433549	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	VER120, VER240, VER360	concentration	verapamil	plasma	LC/MS	verapamil_NRF	8.99621855961498	days	NA	10.1938726081695	5.49090145163555	1.30436951168549	4.70297115653395	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	VER120, VER240, VER360	concentration	verapamil	plasma	LC/MS	verapamil_NRF	9.99522545405932	days	NA	32.2926414697962	16.7379520843931	4.31409462715279	15.5546893854031	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	VER120, VER240, VER360	concentration	verapamil	plasma	LC/MS	verapamil_NRF	10.9953973377132	days	NA	76.4573650409483	50.4126943891272	7.22349196059332	26.0446706518211	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	VER120, VER240, VER360	concentration	verapamil	plasma	LC/MS	verapamil_NRF	12.0	days	NA	98.1951782294595	65.2767240017292	9.12993650977661	32.9184542277303	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	VER120, VER240, VER360	concentration	verapamil	plasma	LC/MS	verapamil_NRF	13.004507171368	days	NA	105.824077948369	67.4799599285381	10.6347448948418	38.3441180198309	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	VER120, VER240, VER360	concentration	verapamil	plasma	LC/MS	verapamil_NRF	14.0023681747866	days	NA	106.218629062922	62.8101935687734	12.0393338432172	43.4084354941486	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	VER120, VER240, VER360	concentration	verapamil	plasma	LC/MS	verapamil_NRF	15.0008403200856	days	NA	118.188762975914	80.2067725632019	10.5343087674781	37.9819904127121	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	VER120, VER240, VER360	concentration	verapamil	plasma	LC/MS	verapamil_NRF	16.0	days	NA	106.646384974243	72.6431105038274	9.43081151051993	34.0032744704156	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	VER120, VER240, VER360	concentration	verapamil	plasma	LC/MS	verapamil_NRF	17.0	days	NA	108.487102649265	67.6112165369437	11.3369310236924	40.8758861123213	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	VER120, VER240, VER360	concentration	verapamil	plasma	LC/MS	verapamil_NRF	18.0	days	NA	112.861150995449	72.3466112009112	11.2367115870025	40.5145397945378	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	verapamil_MRI	8.00972097553523	days	NA	0.032814152101423	0.393769825216907	0.0964694614721793	0.360955673115484	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	verapamil_MRI	9.00826951356926	days	NA	13.4498959148985	21.4077184441578	2.12681753208851	7.9578225292593	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	verapamil_MRI	10.0076201753213	days	NA	42.0599301006474	65.5728326599777	6.28408753897244	23.5129025593303	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	verapamil_MRI	11.0083077099368	days	NA	95.9915516579828	127.824404353691	8.50768774507024	31.8328526957082	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	verapamil_MRI	12.0078302553427	days	NA	127.857218505793	172.350864887295	11.8914271891325	44.493646381502	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	verapamil_MRI	13.0062833024579	days	NA	139.465615456334	189.747053237055	13.4382795064178	50.281437780721	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	verapamil_MRI	14.0032084948721	days	NA	122.135055410776	179.289495478071	15.2751666331945	57.154440067295	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	verapamil_MRI	15.0022344875002	days	NA	144.595561234854	200.664790414795	14.9851318237034	56.069229179941	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	verapamil_MRI	15.9997517236111	days	NA	138.478847025284	189.483758730908	13.6316360460786	51.004911705624	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	verapamil_MRI	17.0099883501079	days	NA	148.278949808237	211.220399985416	16.8218101421218	62.941450177179	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	verapamil_MRI	18.0080785317316	days	NA	153.014344472204	218.850080993661	17.5953407049438	65.835736521457	ng/ml	NA
