study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
Greenblatt2018	NA	NRF	13.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF	0.724552963601703	hr	NA	136.283542266628	203.195496959463	18.5580371989646	66.911954692835	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF	1.03302169374603	hr	NA	186.29580041598	229.46132623395	11.9719628206966	43.16552581797	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF	2.23639829354634	hr	NA	192.880121367717	217.812545629548	6.91501031520416	24.932424261831	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF	3.29164019242988	hr	NA	217.812545629548	272.980439164406	15.3008206845591	55.167893534858	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF	4.19526186802215	hr	NA	233.481084687071	308.266937721987	20.7418636766695	74.785853034916	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF	6.28918943451031	hr	NA	153.900075642916	210.377110098037	15.6639110472373	56.477034455121	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF	8.23759644186257	hr	NA	122.797689647553	164.971014367759	11.6967757488843	42.173324720206	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF	12.0	hr	NA	66.8671934489015	91.4055880699227	6.80572615566628	24.5383946210212	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF	24.0	hr	NA	24.0006567499053	29.5617105486113	1.54235881668064	5.561053798706	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF	36.0	hr	NA	8.32048707983245	12.8441042649053	1.25462567010386	4.52361718507285	ng/ml	NA
Greenblatt2018	NA	NRF	13.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF	48.0	hr	NA	3.43159798398448	8.17723629650639	1.31620325158493	4.74563831252191	ng/ml	NA
Greenblatt2018	NA	NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	0.728038485976214	hr	NA	156.596134016477	203.195496959463	14.7360124412683	46.599362942986	ng/ml	NA
Greenblatt2018	NA	NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	1.18333484614686	hr	NA	186.29580041598	245.967830677467	18.8699528232792	59.672030261487	ng/ml	NA
Greenblatt2018	NA	NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	2.09131342470727	hr	NA	237.571262231229	287.579640674718	15.8140377973091	50.008378443489	ng/ml	NA
Greenblatt2018	NA	NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	3.14524825270038	hr	NA	254.661162128667	308.266937721987	16.9516346614755	53.60577559332	ng/ml	NA
Greenblatt2018	NA	NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	4.34949623309431	hr	NA	272.980439164406	366.732143583175	29.6468920486182	93.751704418769	ng/ml	NA
Greenblatt2018	NA	NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	6.14671870745212	hr	NA	210.377110098037	272.980439164406	19.7969108958748	62.603329066369	ng/ml	NA
Greenblatt2018	NA	NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	8.24500317690841	hr	NA	164.971014367759	229.46132623395	20.3936272511747	64.490311866191	ng/ml	NA
Greenblatt2018	NA	NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	12.0	hr	NA	99.7	127.137773530097	8.6765858278985	27.437773530097	ng/ml	NA
Greenblatt2018	NA	NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	24.0	hr	NA	41.12	51.5323623963915	3.29267809956861	10.4123623963915	ng/ml	NA
Greenblatt2018	NA	NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	36.0	hr	NA	14.01	18.8205489070516	1.52122913419167	4.8105489070516	ng/ml	NA
Greenblatt2018	NA	NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	48.0	hr	NA	7.37	11.9821571414229	1.45849214935077	4.6121571414229	ng/ml	NA
Greenblatt2018	NA	NRF	10.0	VER120, VER240, VER360, RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_NRF_VER	72.0	hr	NA	1.57	4.94177154483606	1.06624778314265	3.37177154483606	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_MRI	0.584035133040558	hr	NA	170.417218882584	258.62443143965	23.5743691736346	88.207212557066	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_MRI	2.05714285714286	hr	NA	198.329999170799	268.619961822709	18.7857827123274	70.28996265191	ng/ml	NA
Greenblatt2018	NA	MRI	14.0	RIV20	concentration	rivaroxaban	plasma	LC/MS	rivaroxaban_MRI	3.23311805734953	hr	NA	202.126277187581	273.761675432349	19.1453654997878	71.635398244768	ng/ml	NA
