study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	raw	mean_unit	value_unit
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.0178342549529424	days		12.6729410041381						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.0440127858372265	days		27.6026555200393						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.0632229308026722	days		32.0834532223553						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.0817425150013863	days		25.6188627719737						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.0978189789117389	days		30.4308157510633						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.123108151232808	days		31.2641970400054						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.167345892471318	days		32.4323956703932						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.251965744000753	days		23.6570424119404						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.336637910739789	days		15.7108852256616						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.503183380504214	days		5.45658099179174						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.522665564559584	days		14.2491982694129						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.545637173095334	days		28.349193561044						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.587096976704037	days		35.487080758989						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.60613971299876	days		37.314451030348						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.622111546489911	days		40.4680118650895						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.665585485668248	days		29.529947841736						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.753830781223025	days		28.2178823849458						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.832256511935715	days		21.2657141810838						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	0.998948464287022	days		13.3331589493013						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	5.0	days						dummy separator		percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	7.00521178665598	days		13.6640813326549						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	7.02146392610982	days		23.6983125941232						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	7.05006193494005	days		31.2664538777441						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	7.08471466239033	days		35.7100930823041						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	7.11327155258816	days		42.6203362476164						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	7.1288143956332	days		41.3058249682616						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	7.16930596888348	days		39.1709969726407						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	7.25921185861358	days		27.6652326543619						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	7.33666908238632	days		16.980813018159						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	7.49862509572932	days		8.27702650609844						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	7.62651432213365	days		4.5046489753751						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	8.00464126563151	days		4.5357449411233						percent	percent
Kubitza2005		BID10	7.0	BID10	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID10	9.00743219280527	days		-0.8094202786815						percent	percent
