study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	raw	mean_unit	value_unit
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.010803090782583	days		1.22898890394404						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.020382005660506	days		3.05478971901499						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.077102155909788	days		2.06917117013428						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.099289036301524	days		3.73122537915448						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.12444218907763	days		2.40869688044404						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.171719443993952	days		1.75318730414493						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.247545108789478	days		3.58997431323208						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.332625334163401	days		2.11154648991101						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.373289946586171	days		-3.35434660918969						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.417977598627249	days		4.94493824189506						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.499610251688473	days		-1.17751073769678						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.518747155360478	days		2.14241246357552						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.537538778649117	days		-0.0103584115009738						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.559851215543895	days		3.64176637073696						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.575425453442079	days		0.493437056955557						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.629200257390831	days		2.82407964467508						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.660714939654406	days		2.33179352233074						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.688834364814883	days		-1.97531768411029						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.711125875625821	days		1.345128669258						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.752135768431956	days		1.35192964650612						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.77475163354242	days		9.81339164735363						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.792999178651209	days		-0.963018378333132						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.834364814882631	days		4.6823158896986						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	0.916039320111536	days		-0.776776232153978						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	1.00118232373698	days		-1.26016876886618						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	5.0	days						dummy separator		percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	7.00437913434999	days		0.341644436906037						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	7.01715674936652	days		4.78348470129885						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	7.04506602110414	days		1.33183250325095						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	7.06076305902066	days		2.48443916755332						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	7.0856501112773	days		0.677275273824407						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	7.12640895563814	days		2.81878504720936						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	7.16690052888841	days		0.683957051588479						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	7.2482845820548	days		2.82880771385547						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	7.51047754151697	days		-2.08384089145194						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	7.64190297030721	days		0.723019752363058						percent	percent
Kubitza2005		P	21.0	P	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_P	8.99182767181164	days		-0.481756176789517						percent	percent
