study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	raw	mean_unit	value_unit
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.013826976102941	days		1.01953125						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.043095128676471	days		1.0390625						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.059622012867647	days		1.19140625						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.074471507352941	days		1.171875						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.121472886029412	days		1.1796875						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.162643612132353	days		1.18046875						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.251309742647059	days		1.121875						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.334036075367647	days		1.07109375						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.377728630514706	days		1.12890625						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.415510110294118	days		1.190625						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.489183134191177	days		1.17109375						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.577866498161765	days		1.11015625						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.666256893382353	days		1.0890625						dimensionless	dimensionless
