study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	raw	mean_unit	value_unit
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.0173320289407739	days		4.71265871126712						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.0332829363480844	days		7.53454111713899						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.0648290077374194	days		7.53977263809907						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.0775311406285147	days		8.8685789619616						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.112932842965435	days		19.9855610021502						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.128800046037384	days		21.4807296925435						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.163417020230291	days		20.1597706501211						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.251379813653223	days		14.3700464035909						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.342434435963568	days		7.58581002254785						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.499673029939994	days		-0.182475451087896						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.519092435743844	days		7.61510653992434						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.541195611800219	days		7.95044703346602						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.570225321607751	days		18.0713474828537						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.579751921276072	days		19.0679522257506						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.611297992665407	days		19.0731837467107						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.63381969039859	days		26.0420928176449						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.674327357192556	days		18.088611502022						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.753202998707814	days		18.267529518857						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	0.828589215742693	days		13.139069521682						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	1.00497517643304	days		8.85654646375339						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	5.0	days						dummy separator		percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	6.99812910222606	days		0.341130454001117						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	7.02260496815876	days		-8.04501462281363						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	7.04522021597562	days		3.79895044690815						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	7.06429926140657	days		9.06367734209162						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	7.08978253383293	days		16.7960361638372						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	7.10904661310965	days		25.0213045914093						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	7.13087032725292	days		24.2007308836908						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	7.1712899428965	days		20.9145811810299						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	7.25806053690654	days		9.24408534172156						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	7.33889976819371	days		2.67178593639977						percent	percent
Kubitza2005		BID5	7.0	BID5	factor Xa inhibition		plasma	coagulation assay	factor Xa inhibition_BID5	7.50710581366064	days		-6.0314865927559						percent	percent
