study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	raw	mean_unit	value_unit
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	0.0	hr		0.0	3.27272727272728	3.27272727272728	1.15708382375981			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	0.467532467532468	hr		10.2545454545454	7.63636363636363	2.61818181818177	0.925667059007827			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	0.77922077922078	hr		16.3636363636363	9.6	6.7636363636363	2.39130656910357			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	0.974025974025973	hr		21.6	10.9090909090909	10.6909090909091	3.77980715761537			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	1.2077922077922	hr		20.7272727272727	10.9090909090909	9.8181818181818	3.47125147127941			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	1.4025974025974	hr		21.3818181818181	14.3999999999999	6.9818181818182	2.46844549068759			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	1.71428571428571	hr		23.3454545454545	16.8	6.5454545454545	2.31416764751959			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	1.94805194805194	hr		24.0	15.0545454545454	8.9454545454546	3.16269578494349			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	2.25974025974026	hr		23.3454545454545	19.6363636363636	3.7090909090909	1.31136166692778			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	2.68831168831168	hr		27.490909090909	20.5090909090909	6.9818181818181	2.46844549068755			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	3.03896103896103	hr		29.4545454545454	22.2545454545454	7.2	2.54558441227157			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	3.46753246753246	hr		28.1454545454545	19.4181818181818	8.7272727272727	3.08555686335947			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	3.93506493506493	hr		25.090909090909	15.490909090909	9.6	3.39411254969543			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	5.92207792207792	hr		22.9090909090909	12.8727272727272	10.0363636363637	3.54839039286342			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	7.94805194805194	hr		16.3636363636363	8.72727272727273	7.63636363636357	2.69986225543952			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	11.9610389610389	hr		14.6181818181818	4.79999999999999	9.81818181818181	3.47125147127941			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	15.0	hr		8.07272727272727	0.0	8.07272727272727	2.85414009860752			percent	percent
Kubitza2006		food_study	8.0	RIV10	factor Xa inhibition		plasma	NR	factor Xa inhibition_RIV10_fasted	24.038961038961	hr		8.5090909090909	8.29090909090909	0.218181818181812	0.0771389215839847			percent	percent
