study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Lenard2025	all	12.0	EDO60	auc_inf	edoxaban	plasma	HPLC MS/MS	NA	NA	67.0	NA	NA	NA	NA	NA	NA	μg*min/ml	NA
Lenard2025	all	12.0	EDO60	cmax	edoxaban	plasma	HPLC MS/MS	48.0	hr	170.0	NA	NA	NA	NA	NA	NA	ng/ml	NA
Lenard2025	all	12.0	EDO60, PRE	auc_inf	edoxaban	plasma	HPLC MS/MS	NA	NA	63.0	NA	NA	NA	NA	NA	NA	μg*min/ml	NA
Lenard2025	all	12.0	EDO60, PRE	cmax	edoxaban	plasma	HPLC MS/MS	48.0	hr	161.0	NA	NA	NA	NA	NA	NA	ng/ml	NA
Lenard2025	all	12.0	API25, RIV25, EDO50	auc_inf	edoxaban	plasma	HPLC MS/MS	NA	NA	71.0	NA	NA	NA	NA	NA	NA	ng*min/ml	NA
Lenard2025	all	12.0	API25, RIV25, EDO50	cmax	edoxaban	plasma	HPLC MS/MS	24.0	hr	148.0	NA	NA	NA	NA	NA	NA	pg/ml	NA
Lenard2025	all	12.0	API25, RIV25, EDO50, PRE	auc_inf	edoxaban	plasma	HPLC MS/MS	NA	NA	67.0	NA	NA	NA	NA	NA	NA	ng*min/ml	NA
Lenard2025	all	12.0	API25, RIV25, EDO50, PRE	cmax	edoxaban	plasma	HPLC MS/MS	24.0	hr	150.0	NA	NA	NA	NA	NA	NA	pg/ml	NA
Lenard2025	all	12.0	API25, RIV25, EDO50	auc_inf	apixaban	plasma	HPLC MS/MS	NA	NA	372.0	NA	NA	NA	NA	NA	NA	ng*min/ml	NA
Lenard2025	all	12.0	API25, RIV25, EDO50	cmax	apixaban	plasma	HPLC MS/MS	24.0	hr	782.0	NA	NA	NA	NA	NA	NA	pg/ml	NA
Lenard2025	all	12.0	API25, RIV25, EDO50, PRE	auc_inf	apixaban	plasma	HPLC MS/MS	NA	NA	364.0	NA	NA	NA	NA	NA	NA	ng*min/ml	NA
Lenard2025	all	12.0	API25, RIV25, EDO50, PRE	cmax	apixaban	plasma	HPLC MS/MS	24.0	hr	775.0	NA	NA	NA	NA	NA	NA	pg/ml	NA
Lenard2025	all	12.0	API25, RIV25, EDO50	auc_inf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	185.0	NA	NA	NA	NA	NA	NA	ng*min/ml	NA
Lenard2025	all	12.0	API25, RIV25, EDO50	cmax	rivaroxaban	plasma	HPLC MS/MS	24.0	hr	783.0	NA	NA	NA	NA	NA	NA	pg/ml	NA
Lenard2025	all	12.0	API25, RIV25, EDO50, PRE	auc_inf	rivaroxaban	plasma	HPLC MS/MS	NA	NA	182.0	NA	NA	NA	NA	NA	NA	ng*min/ml	NA
Lenard2025	all	12.0	API25, RIV25, EDO50, PRE	cmax	rivaroxaban	plasma	HPLC MS/MS	24.0	hr	744.0	NA	NA	NA	NA	NA	NA	pg/ml	NA
