study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Jiang2010	T5	12.0	T5	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	610.1	36.6	NA	NA	NA	NA	NA	µg/l*hr	NA
Jiang2010	T5	12.0	T5	auc_per_dose	rivaroxaban	plasma	HPLC MS	NA	NA	7590.0	33.5	NA	NA	NA	NA	NA	hr/l	NA
Jiang2010	T5	12.0	T5	cmax	rivaroxaban	plasma	HPLC MS	NA	NA	121.3	27.2	NA	NA	NA	NA	NA	µg/l	NA
Jiang2010	T5	12.0	T5	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	NA	NA	2.0	0.5	4.0	NA	NA	hr	NA
Jiang2010	T5	12.0	T5	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	4.5	51.4	NA	NA	NA	NA	NA	hr	NA
Jiang2010	T5	12.0	T5	oral-clearance	rivaroxaban	plasma	HPLC MS	NA	NA	2.7	29.6	NA	NA	NA	NA	NA	l/hr	NA
Jiang2010	T5	12.0	T5	recovery	rivaroxaban	urine	HPLC MS	48.0	hr	34.4	9.7	NA	NA	NA	NA	NA	percent	NA
Jiang2010	T5	12.0	T5	mrt	rivaroxaban	plasma	HPLC MS	NA	NA	5.5	32.4	NA	3.4	8.4	NA	NA	hr	NA
Jiang2010	T10	11.0	T10	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	1060.0	18.0	NA	NA	NA	NA	NA	µg/l*hr	NA
Jiang2010	T10	11.0	T10	auc_per_dose	rivaroxaban	plasma	HPLC MS	NA	NA	6207.0	27.4	NA	NA	NA	NA	NA	hr/l	NA
Jiang2010	T10	11.0	T10	cmax	rivaroxaban	plasma	HPLC MS	NA	NA	228.0	20.5	NA	NA	NA	NA	NA	µg/l	NA
Jiang2010	T10	11.0	T10	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	NA	NA	3.0	2.0	4.0	NA	NA	hr	NA
Jiang2010	T10	11.0	T10	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	9.0	55.8	NA	NA	NA	NA	NA	hr	NA
Jiang2010	T10	11.0	T10	oral-clearance	rivaroxaban	plasma	HPLC MS	NA	NA	2.78	21.3	NA	NA	NA	NA	NA	l/hr	NA
Jiang2010	T10	11.0	T10	recovery	rivaroxaban	urine	HPLC MS	48.0	hr	30.1	6.8	NA	NA	NA	NA	NA	percent	NA
Jiang2010	T10	11.0	T10	mrt	rivaroxaban	plasma	HPLC MS	NA	NA	6.5	15.8	NA	5.1	8.6	NA	NA	hr	NA
Jiang2010	T20	12.0	T20	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	2167.0	16.7	NA	NA	NA	NA	NA	µg/l*hr	NA
Jiang2010	T20	12.0	T20	auc_per_dose	rivaroxaban	plasma	HPLC MS	NA	NA	6501.0	14.4	NA	NA	NA	NA	NA	hr/l	NA
Jiang2010	T20	12.0	T20	cmax	rivaroxaban	plasma	HPLC MS	NA	NA	386.2	17.5	NA	NA	NA	NA	NA	µg/l	NA
Jiang2010	T20	12.0	T20	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	NA	NA	3.0	1.0	4.0	NA	NA	hr	NA
Jiang2010	T20	12.0	T20	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	8.3	59.6	NA	NA	NA	NA	NA	hr	NA
Jiang2010	T20	12.0	T20	oral-clearance	rivaroxaban	plasma	HPLC MS	NA	NA	2.56	33.8	NA	NA	NA	NA	NA	l/hr	NA
Jiang2010	T20	12.0	T20	recovery	rivaroxaban	urine	HPLC MS	48.0	hr	29.4	7.8	NA	NA	NA	NA	NA	percent	NA
Jiang2010	T20	12.0	T20	mrt	rivaroxaban	plasma	HPLC MS	NA	NA	6.6	28.4	NA	4.3	13.0	NA	NA	hr	NA
Jiang2010	T30	12.0	T30	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	3360.0	21.8	NA	NA	NA	NA	NA	µg/l*hr	NA
Jiang2010	T30	12.0	T30	auc_per_dose	rivaroxaban	plasma	HPLC MS	NA	NA	6921.0	22.0	NA	NA	NA	NA	NA	hr/l	NA
Jiang2010	T30	12.0	T30	cmax	rivaroxaban	plasma	HPLC MS	NA	NA	550.2	19.4	NA	NA	NA	NA	NA	µg/l	NA
Jiang2010	T30	12.0	T30	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	NA	NA	2.0	1.0	4.0	NA	NA	hr	NA
Jiang2010	T30	12.0	T30	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	9.6	61.7	NA	NA	NA	NA	NA	hr	NA
Jiang2010	T30	12.0	T30	oral-clearance	rivaroxaban	plasma	HPLC MS	NA	NA	2.87	18.8	NA	NA	NA	NA	NA	l/hr	NA
Jiang2010	T30	12.0	T30	recovery	rivaroxaban	urine	HPLC MS	48.0	hr	32.2	3.9	NA	NA	NA	NA	NA	percent	NA
Jiang2010	T30	12.0	T30	mrt	rivaroxaban	plasma	HPLC MS	NA	NA	7.8	28.3	NA	4.8	12.1	NA	NA	hr	NA
Jiang2010	T40	10.0	T40	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	4339.0	21.6	NA	NA	NA	NA	NA	µg/l*hr	NA
