study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_se	mean_sd	comments	mean_unit	value_unit
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	0.0	hr		0.0	0.0	0.0	0.0		mole/meter^3	ng/ml
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	0.948616600790514	hr		0.00029442354164754754	130.833333333333	1.1471047077177205e-06	5.735523538588603e-06		mole/meter^3	ng/ml
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	1.51778656126482	hr		0.000376632712367319	166.666666666667	1.1471047077177205e-06	5.735523538588603e-06		mole/meter^3	ng/ml
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	1.99209486166008	hr		0.0003919274418035538	185.0	6.500260010400569e-06	3.250130005200284e-05		mole/meter^3	ng/ml
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	2.46640316205534	hr		0.00040339848888073094	194.166666666667	8.412101189930257e-06	4.206050594965128e-05		mole/meter^3	ng/ml
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	2.94071146245059	hr		0.0003919274418035538	196.666666666667	1.1853415313083418e-05	5.926707656541709e-05		mole/meter^3	ng/ml
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	3.41501976284585	hr		0.00037854455354684776	185.833333333333	9.559205897647518e-06	4.779602948823759e-05		mole/meter^3	ng/ml
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	3.98418972332016	hr		0.0003804563947263766	177.5	5.353155302682849e-06	2.6765776513414243e-05		mole/meter^3	ng/ml
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	5.97628458498024	hr		0.00016059465908048088	90.8333333333333	9.559205897647655e-06	4.779602948823828e-05		mole/meter^3	ng/ml
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	7.96837944664031	hr		0.00011471047077177205	66.6666666666666	7.647364718118106e-06	3.823682359059053e-05		mole/meter^3	ng/ml
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	11.9525691699605	hr		6.117891774494494e-05	33.3333333333333	3.0589458872472703e-06	1.529472943623635e-05		mole/meter^3	ng/ml
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	24.0	hr		3.632498241106107e-05	34.1666666666667	8.412101189929982e-06	4.2060505949649907e-05		mole/meter^3	ng/ml
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	35.9525691699605	hr		1.1471047077177068e-05	23.3333333333333	8.412101189929959e-06	4.2060505949649907e-05		mole/meter^3	ng/ml
Liu2024		fasted_20	25.0	fasted_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_20	48.0948616600791	hr		1.1471047077177068e-05	23.3333333333333	8.412101189929959e-06	4.2060505949649907e-05		mole/meter^3	ng/ml
