study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_se	mean_sd	comments	mean_unit	value_unit
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	0.0	hr		1.91184117952949e-06	13.3333333333333	6.114088635507777e-06	2.8677617692943012e-05		mole/meter^3	ng/ml
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	0.948616600790514	hr		0.0004779602948823828	229.166666666667	1.0190147725846633e-05	4.779602948823988e-05		mole/meter^3	ng/ml
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	1.42292490118577	hr		0.0005659049891407428	260.0	6.521694544541456e-06	3.058945887247178e-05		mole/meter^3	ng/ml
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	1.99209486166008	hr		0.0005697286714998005	260.0	5.7064827264740985e-06	2.6765776513414243e-05		mole/meter^3	ng/ml
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	2.46640316205534	hr		0.0005353155302682688	255.833333333333	1.1005359543914014e-05	5.1619711847297425e-05		mole/meter^3	ng/ml
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	2.94071146245059	hr		0.0005142852772934454	246.666666666667	1.1005359543914014e-05	5.1619711847297425e-05		mole/meter^3	ng/ml
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	3.5098814229249	hr		0.0005066379125753257	242.5	1.0597753634880312e-05	4.9707870667768646e-05		mole/meter^3	ng/ml
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	3.88932806324111	hr		0.0004970787066776797	236.666666666667	9.782541816812449e-06	4.5884188308708826e-05		mole/meter^3	ng/ml
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	4.93280632411067	hr		0.00037472087118778797	179.166666666667	7.744512271643503e-06	3.6324982411062676e-05		mole/meter^3	ng/ml
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	5.97628458498024	hr		0.00027721697103178167	134.166666666667	6.521694544541962e-06	3.058945887247408e-05		mole/meter^3	ng/ml
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	7.96837944664031	hr		0.0001816249120553058	87.5	4.076059090338511e-06	1.9118411795295267e-05		mole/meter^3	ng/ml
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	11.9525691699605	hr		8.603285307882903e-05	44.1666666666667	3.2608472722708317e-06	1.529472943623635e-05		mole/meter^3	ng/ml
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	24.0	hr		1.7206570615765807e-05	23.3333333333333	7.74451227164316e-06	3.632498241106107e-05		mole/meter^3	ng/ml
Liu2024		fed_20	22.0	fed_20	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fed_20	48.0	hr		5.735523538588603e-06	19.1666666666666	8.152118180677e-06	3.823682359059053e-05		mole/meter^3	ng/ml
