study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_se	mean_sd	comments	mean_unit	value_unit
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	0.0	hr		0.0	19.1666666666666	7.328724521529848e-06	4.397234712917913e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	0.379446640316205	hr		0.0002561867180569584	130.833333333333	7.328724521529619e-06	4.397234712917776e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	0.948616600790514	hr		0.0003861919182649651	185.833333333333	6.691444128353378e-06	4.014866477012022e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	1.51778656126482	hr		0.00041486953595790816	198.333333333333	6.691444128353378e-06	4.014866477012022e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	1.99209486166008	hr		0.00042251690067602785	202.5	7.010084324941497e-06	4.206050594964899e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	2.46640316205534	hr		0.0004091340124193196	197.5	7.328724521530009e-06	4.397234712918005e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	3.5098814229249	hr		0.00038428007708543637	185.833333333333	7.010084324941497e-06	4.206050594964899e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	3.98418972332016	hr		0.0003651616652901418	177.5	7.010084324941497e-06	4.206050594964899e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	4.93280632411067	hr		0.00021221437092777828	110.833333333333	7.010084324941497e-06	4.206050594964899e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	5.97628458498024	hr		0.00016633018261906949	90.8333333333333	7.010084324941613e-06	4.2060505949649676e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	7.96837944664031	hr		0.0001108867884127129	55.0	2.549121572706066e-06	1.529472943623635e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	11.9525691699605	hr		5.926707656541548e-05	33.3333333333333	2.8677617692943016e-06	1.7206570615765807e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	24.0	hr		3.632498241106107e-05	25.0	3.5050421624708175e-06	2.1030252974824953e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	35.9525691699605	hr		1.3382888256706686e-05	20.0	5.4168833420003436e-06	3.250130005200216e-05		mole/meter^3	ng/ml
Liu2024		fasted_15	36.0	fasted_15	concentration	rivaroxaban	plasma	HPLC MS/MS	rivaroxaban_fasted_15	47.905138339921	hr		1.1471047077177068e-05	20.0	5.735523538588626e-06	3.4413141231531845e-05		mole/meter^3	ng/ml
