study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Alalawneh2024	all	36.0	NA	species	36.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Alalawneh2024	all	36.0	NA	healthy	36.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Alalawneh2024	all	36.0	NA	ethnicity	36.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Alalawneh2024	all	36.0	NA	smoking	19.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Alalawneh2024	all	36.0	NA	smoking	17.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Alalawneh2024	all	36.0	NA	medication	36.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Alalawneh2024	all	36.0	NA	sex	36.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Alalawneh2024	all	36.0	NA	age	36.0	NA	NA	31.1	NA	11.43	NA	NA	NA	yr	NA
Alalawneh2024	all	36.0	NA	weight	36.0	NA	NA	89.5	NA	24.3	NA	NA	NA	kg	NA
Alalawneh2024	all	36.0	NA	bmi	36.0	NA	NA	29.6	NA	7.9	NA	NA	NA	kg/m^2	NA
Alalawneh2024	obese	18.0	all	age	18.0	NA	NA	35.6	NA	11.7	NA	NA	NA	yr	NA
Alalawneh2024	obese	18.0	all	weight	18.0	NA	NA	111.5	NA	11.7	NA	NA	NA	kg	NA
Alalawneh2024	obese	18.0	all	bmi	18.0	NA	NA	37.0	NA	2.6	NA	NA	NA	kg/m^2	NA
Alalawneh2024	obese	18.0	all	smoking	12.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Alalawneh2024	obese	18.0	all	smoking	6.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Alalawneh2024	non-obese	18.0	all	age	18.0	NA	NA	26.6	NA	9.5	NA	NA	NA	yr	NA
Alalawneh2024	non-obese	18.0	all	weight	18.0	NA	NA	67.4	NA	7.3	NA	NA	NA	kg	NA
Alalawneh2024	non-obese	18.0	all	bmi	18.0	NA	NA	22.2	NA	2.2	NA	NA	NA	kg/m^2	NA
Alalawneh2024	non-obese	18.0	all	smoking	7.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Alalawneh2024	non-obese	18.0	all	smoking	11.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Alalawneh2024	morbidly-obese	6.0	obese	species	6.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Alalawneh2024	morbidly-obese	6.0	obese	weight	6.0	NA	NA	NA	NA	NA	NA	120.0	NA	kg	NA
Alalawneh2024	morbidly-obese	6.0	obese	bmi	6.0	NA	NA	NA	NA	NA	NA	40.0	NA	kg/m^2	NA
