study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Alalawneh2024	morbidly-obese	6.0	RIV20	cmax	rivaroxaban	plasma	HPLC MS	NA	NA	317.3	NA	NA	NA	101.6	NA	NA	ng/ml	NA
Alalawneh2024	morbidly-obese	6.0	RIV20	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	4.0	NA	1.8	8.0	NA	NA	NA	hr	NA
Alalawneh2024	morbidly-obese	6.0	RIV20	auc_end	rivaroxaban	plasma	HPLC MS	48.0	hr	3500.7	NA	NA	NA	1271.2	NA	NA	ng/ml*hr	NA
Alalawneh2024	morbidly-obese	6.0	RIV20	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	3834.8	NA	NA	NA	1174.9	NA	NA	ng/ml*hr	NA
Alalawneh2024	morbidly-obese	6.0	RIV20	kel	rivaroxaban	plasma	HPLC MS	NA	NA	0.1	NA	0.09	0.27	NA	NA	NA	1/hr	NA
Alalawneh2024	morbidly-obese	6.0	RIV20	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	6.7	NA	NA	NA	0.9	NA	NA	hr	NA
Alalawneh2024	morbidly-obese	6.0	RIV20	vd	rivaroxaban	plasma	HPLC MS	NA	NA	46.68	NA	38.9	76.4	NA	NA	NA	l	NA
Alalawneh2024	morbidly-obese	6.0	RIV20	oral-clearance	rivaroxaban	plasma	HPLC MS	NA	NA	5.65	NA	NA	NA	1.8	NA	NA	l/hr	NA
Alalawneh2024	non-obese	18.0	RIV20	cmax	rivaroxaban	plasma	HPLC MS	NA	NA	392.9	NA	NA	NA	78.9	NA	NA	ng/ml	NA
Alalawneh2024	non-obese	18.0	RIV20	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	2.0	NA	2.0	4.0	NA	NA	NA	hr	NA
Alalawneh2024	non-obese	18.0	RIV20	auc_end	rivaroxaban	plasma	HPLC MS	48.0	hr	3534.5	NA	NA	NA	805.3	NA	NA	ng/ml*hr	NA
Alalawneh2024	non-obese	18.0	RIV20	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	3595.3	NA	NA	NA	805.7	NA	NA	ng/ml*hr	NA
Alalawneh2024	non-obese	18.0	RIV20	kel	rivaroxaban	plasma	HPLC MS	NA	NA	0.11	NA	0.08	0.12	NA	NA	NA	1/hr	NA
Alalawneh2024	non-obese	18.0	RIV20	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	7.2	NA	NA	NA	1.77	NA	NA	hr	NA
Alalawneh2024	non-obese	18.0	RIV20	vd	rivaroxaban	plasma	HPLC MS	NA	NA	56.88	NA	45.3	72.3	NA	NA	NA	l	NA
Alalawneh2024	non-obese	18.0	RIV20	oral-clearance	rivaroxaban	plasma	HPLC MS	NA	NA	5.812	NA	NA	NA	1.22	NA	NA	l/hr	NA
